id,order,appid,game,character,protagonist_name,protagonist_role,protagonist_type,source_type,source_url,source_note,validation_status,known_status,internal_suggested_primary_archetype,internal_suggested_secondary_archetype,internal_suggested_archetype_confidence_0_1,internal_archetype_rationale,internal_archetype_source_url,total_ratings_pos_neg,bucket,batch,prompt,include_main_clean,exclude_reason,game_name,character_name,display_game,display_character,display_label,validation_prompt,name,title,description,game_included_for_display,needs_split_or_research,igdb_id,original_release_year,igdb_corpus_title,igdb_corpus_year
igdb90_1998_resident-evil-2_leon-s-kennedy-claire-redfield,277,,Resident Evil 2,Leon S. Kennedy / Claire Redfield,Leon S. Kennedy / Claire Redfield,two survivors escaping Raccoon City and Umbrella horror,dual fixed survival-horror protagonists,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/resident-evil-2,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Caregiver,0.85,Leon and Claire are survival heroes; Claire’s protection of Sherry and Leon’s rescue framing add Caregiver.,https://www.igdb.com/games/resident-evil-2,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Leon S. Kennedy / Claire Redfield in Resident Evil 2 (1998)?,True,,Resident Evil 2,Leon S. Kennedy / Claire Redfield,Resident Evil 2 (1998),Leon S. Kennedy / Claire Redfield,Leon S. Kennedy / Claire Redfield — Resident Evil 2 (1998),Which archetypes best describe Leon S. Kennedy / Claire Redfield in Resident Evil 2 (1998)?,Leon S. Kennedy / Claire Redfield,Leon S. Kennedy / Claire Redfield,Resident Evil 2 (1998): two survivors escaping Raccoon City and Umbrella horror,True,False,880,1998,Resident Evil 2,1998
igdb90_1999_silent-hill_harry-mason,278,,Silent Hill,Harry Mason,Harry Mason,father searching for his missing daughter in Silent Hill,fixed survival-horror protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/silent-hill,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Caregiver,Everyman,0.90,Harry is an ordinary father; the whole motivation is protective search for Cheryl.,https://www.igdb.com/games/silent-hill,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Harry Mason in Silent Hill (1999)?,True,,Silent Hill,Harry Mason,Silent Hill (1999),Harry Mason,Harry Mason — Silent Hill (1999),Which archetypes best describe Harry Mason in Silent Hill (1999)?,Harry Mason,Harry Mason,Silent Hill (1999): father searching for his missing daughter in Silent Hill,True,False,480,1999,Silent Hill,1999
igdb90_1999_shenmue_ryo-hazuki,279,,Shenmue,Ryo Hazuki,Ryo Hazuki,young martial artist investigating his father’s murder,fixed adventure/action protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/shenmue,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Sage,Hero,0.85,"Ryo’s vengeance quest is structured as investigation, training, and confrontation.",https://www.igdb.com/games/shenmue,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Ryo Hazuki in Shenmue (1999)?,True,,Shenmue,Ryo Hazuki,Shenmue (1999),Ryo Hazuki,Ryo Hazuki — Shenmue (1999),Which archetypes best describe Ryo Hazuki in Shenmue (1999)?,Ryo Hazuki,Ryo Hazuki,Shenmue (1999): young martial artist investigating his father’s murder,True,False,1217,1999,Shenmue,1999
igdb90_1999_legacy-of-kain-soul-reaver_raziel,280,,Legacy of Kain: Soul Reaver,Raziel,Raziel,betrayed vampire wraith seeking revenge and truth,fixed action-adventure protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/legacy-of-kain-soul-reaver,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Rebel,Magician,0.85,Raziel rebels against Kain and transforms between metaphysical states.,https://www.igdb.com/games/legacy-of-kain-soul-reaver,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Raziel in Legacy of Kain: Soul Reaver (1999)?,True,,Legacy of Kain: Soul Reaver,Raziel,Legacy of Kain: Soul Reaver (1999),Raziel,Raziel — Legacy of Kain: Soul Reaver (1999),Which archetypes best describe Raziel in Legacy of Kain: Soul Reaver (1999)?,Raziel,Raziel,Legacy of Kain: Soul Reaver (1999): betrayed vampire wraith seeking revenge and truth,True,False,4122,1999,Legacy of Kain: Soul Reaver,1999
igdb90_2000_deus-ex_jc-denton,281,,Deus Ex,JC Denton,JC Denton,augmented agent uncovering global conspiracies,fixed/choice-shaped immersive sim protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/deus-ex,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Sage,Magician,0.90,JC is a conspiratorial investigator whose augmentation gives him transformative/systemic power.,https://www.igdb.com/games/deus-ex,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe JC Denton in Deus Ex (2000)?,True,,Deus Ex,JC Denton,Deus Ex (2000),JC Denton,JC Denton — Deus Ex (2000),Which archetypes best describe JC Denton in Deus Ex (2000)?,JC Denton,JC Denton,Deus Ex (2000): augmented agent uncovering global conspiracies,True,False,41,2000,Deus Ex,2000
igdb90_2001_max-payne_max-payne,282,,Max Payne,Max Payne,Max Payne,detective seeking revenge after the murder of his family,fixed noir action protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/max-payne,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Rebel,0.85,Max is a damaged noir hero defined by violent pursuit and resistance to a criminal conspiracy.,https://www.igdb.com/games/max-payne,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Max Payne in Max Payne (2001)?,True,,Max Payne,Max Payne,Max Payne (2001),Max Payne,Max Payne — Max Payne (2001),Which archetypes best describe Max Payne in Max Payne (2001)?,Max Payne,Max Payne,Max Payne (2001): detective seeking revenge after the murder of his family,True,False,18,2001,Max Payne,2001
igdb90_2001_silent-hill-2_james-sunderland,283,,Silent Hill 2,James Sunderland,James Sunderland,widower drawn to Silent Hill by a letter from his dead wife,fixed psychological-horror protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/silent-hill-2,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Everyman,Lover,0.85,James is ordinary and psychologically burdened; the call is centered on his lost wife and intimate guilt.,https://www.igdb.com/games/silent-hill-2,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe James Sunderland in Silent Hill 2 (2001)?,True,,Silent Hill 2,James Sunderland,Silent Hill 2 (2001),James Sunderland,James Sunderland — Silent Hill 2 (2001),Which archetypes best describe James Sunderland in Silent Hill 2 (2001)?,James Sunderland,James Sunderland,Silent Hill 2 (2001): widower drawn to Silent Hill by a letter from his dead wife,True,False,481,2001,Silent Hill 2,2001
igdb90_2001_halo-combat-evolved_master-chief,284,,Halo: Combat Evolved,Master Chief,Master Chief,super-soldier fighting the Covenant and Flood,fixed shooter protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/halo-combat-evolved,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Ruler,0.85,Master Chief is a combat hero with disciplined command/soldier framing.,https://www.igdb.com/games/halo-combat-evolved,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Master Chief in Halo: Combat Evolved (2001)?,True,,Halo: Combat Evolved,Master Chief,Halo: Combat Evolved (2001),Master Chief,Master Chief — Halo: Combat Evolved (2001),Which archetypes best describe Master Chief in Halo: Combat Evolved (2001)?,Master Chief,Master Chief,Halo: Combat Evolved (2001): super-soldier fighting the Covenant and Flood,True,False,740,2001,Halo: Combat Evolved,2001
igdb90_2001_ico_ico,285,,Ico,Ico,Ico,outcast boy helping Yorda escape a castle,fixed puzzle-adventure protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/ico,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Caregiver,Innocent,0.90,Ico is defined by protective attachment and vulnerable escape rather than domination.,https://www.igdb.com/games/ico,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Ico in Ico (2001)?,True,,Ico,Ico,Ico (2001),Ico,Ico — Ico (2001),Which archetypes best describe Ico in Ico (2001)?,Ico,Ico,Ico (2001): outcast boy helping Yorda escape a castle,True,False,7170,2001,Ico,2001
igdb90_2001_devil-may-cry_dante,286,,Devil May Cry,Dante,Dante,demon hunter confronting demonic forces and family legacy,fixed action protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/devil-may-cry,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Jester,0.80,"Dante is an action hero with flamboyant, taunting, performative trickster energy.",https://www.igdb.com/games/devil-may-cry,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Dante in Devil May Cry (2001)?,True,,Devil May Cry,Dante,Devil May Cry (2001),Dante,Dante — Devil May Cry (2001),Which archetypes best describe Dante in Devil May Cry (2001)?,Dante,Dante,Devil May Cry (2001): demon hunter confronting demonic forces and family legacy,True,False,134,2001,Devil May Cry,2001
igdb90_2001_gothic_nameless-hero,287,,Gothic,Nameless Hero,Nameless Hero,convict thrown into a penal colony and rising through factions,fixed/choice-shaped RPG protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/gothic,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Everyman,Rebel,0.80,He begins as an ordinary prisoner and advances through opposition to oppressive structures.,https://www.igdb.com/games/gothic,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Nameless Hero in Gothic (2001)?,True,,Gothic,Nameless Hero,Gothic (2001),Nameless Hero,Nameless Hero — Gothic (2001),Which archetypes best describe Nameless Hero in Gothic (2001)?,Nameless Hero,Nameless Hero,Gothic (2001): convict thrown into a penal colony and rising through factions,True,False,2261,2001,Gothic,2001
igdb90_2002_kingdom-hearts_sora,288,,Kingdom Hearts,Sora,Sora,boy traveling worlds to rescue friends and restore hearts,fixed action-RPG protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/kingdom-hearts,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Innocent,Hero,0.90,"Sora is strongly coded by optimism, friendship, and childlike heroic rescue.",https://www.igdb.com/games/kingdom-hearts,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Sora in Kingdom Hearts (2002)?,True,,Kingdom Hearts,Sora,Kingdom Hearts (2002),Sora,Sora — Kingdom Hearts (2002),Which archetypes best describe Sora in Kingdom Hearts (2002)?,Sora,Sora,Kingdom Hearts (2002): boy traveling worlds to rescue friends and restore hearts,True,False,1219,2002,Kingdom Hearts,2002
igdb90_2002_mafia_tommy-angelo,289,,Mafia,Tommy Angelo,Tommy Angelo,taxi driver drawn into organized crime,fixed crime protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/mafia,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Everyman,Rebel,0.85,Tommy begins as an ordinary worker and becomes entangled in outlaw/criminal structures.,https://www.igdb.com/games/mafia,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Tommy Angelo in Mafia (2002)?,True,,Mafia,Tommy Angelo,Mafia (2002),Tommy Angelo,Tommy Angelo — Mafia (2002),Which archetypes best describe Tommy Angelo in Mafia (2002)?,Tommy Angelo,Tommy Angelo,Mafia (2002): taxi driver drawn into organized crime,True,False,39,2002,Mafia,2002
igdb90_2002_metroid-prime_samus-aran,290,,Metroid Prime,Samus Aran,Samus Aran,bounty hunter investigating Tallon IV,fixed first-person action-exploration protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/metroid-prime,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Explorer,Sage,0.90,"This entry emphasizes scanning, investigation, and spatial exploration.",https://www.igdb.com/games/metroid-prime,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Samus Aran in Metroid Prime (2002)?,True,,Metroid Prime,Samus Aran,Metroid Prime (2002),Samus Aran,Samus Aran — Metroid Prime (2002),Which archetypes best describe Samus Aran in Metroid Prime (2002)?,Samus Aran,Samus Aran,Metroid Prime (2002): bounty hunter investigating Tallon IV,True,False,1105,2002,Metroid Prime,2002
igdb90_2003_prince-of-persia-the-sands-of-time_the-prince,291,,Prince of Persia: The Sands of Time,The Prince,The Prince,prince trying to undo catastrophe caused by the Sands,fixed action-adventure protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/prince-of-persia-the-sands-of-time,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Lover,0.85,The Prince’s arc combines heroic repair with relational narration and attachment to Farah.,https://www.igdb.com/games/prince-of-persia-the-sands-of-time,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe The Prince in Prince of Persia: The Sands of Time (2003)?,True,,Prince of Persia: The Sands of Time,The Prince,Prince of Persia: The Sands of Time (2003),The Prince,The Prince — Prince of Persia: The Sands of Time (2003),Which archetypes best describe The Prince in Prince of Persia: The Sands of Time (2003)?,The Prince,The Prince,Prince of Persia: The Sands of Time (2003): prince trying to undo catastrophe caused by the Sands,True,False,836,2003,Prince of Persia: The Sands of Time,2003
igdb90_2003_beyond-good-evil_jade,292,,Beyond Good & Evil,Jade,Jade,photojournalist exposing alien conspiracy and protecting orphans,fixed action-adventure protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/beyond-good-evil,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Sage,Caregiver,0.90,Jade is an investigator/journalist whose motivation is also protective care.,https://www.igdb.com/games/beyond-good-evil,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Jade in Beyond Good & Evil (2003)?,True,,Beyond Good & Evil,Jade,Beyond Good & Evil (2003),Jade,Jade — Beyond Good & Evil (2003),Which archetypes best describe Jade in Beyond Good & Evil (2003)?,Jade,Jade,Beyond Good & Evil (2003): photojournalist exposing alien conspiracy and protecting orphans,True,False,1341,2003,Beyond Good & Evil,2003
igdb90_2003_star-wars-knights-of-the-old-republic_revan,293,,Star Wars: Knights of the Old Republic,Revan,Revan,amnesiac Force user whose identity is player-shaped,choice-shaped RPG protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/star-wars-knights-of-the-old-republic,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Magician,Hero,0.85,Force power and identity transformation define the role; alignment choice shapes the heroic/rebel valence.,https://www.igdb.com/games/star-wars-knights-of-the-old-republic,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Revan in Star Wars: Knights of the Old Republic (2003)?,True,,Star Wars: Knights of the Old Republic,Revan,Star Wars: Knights of the Old Republic (2003),Revan,Revan — Star Wars: Knights of the Old Republic (2003),Which archetypes best describe Revan in Star Wars: Knights of the Old Republic (2003)?,Revan,Revan,Star Wars: Knights of the Old Republic (2003): amnesiac Force user whose identity is player-shaped,True,False,116,2003,Star Wars: Knights of the Old Republic,2003
igdb90_2004_grand-theft-auto-san-andreas_carl-cj-johnson,294,,Grand Theft Auto: San Andreas,Carl “CJ” Johnson,Carl “CJ” Johnson,gang member returning home and rebuilding family power,fixed open-world crime protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/grand-theft-auto-san-andreas,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Rebel,Ruler,0.80,"CJ operates as outlaw/rebel while also rebuilding command, territory, and family order.",https://www.igdb.com/games/grand-theft-auto-san-andreas,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Carl “CJ” Johnson in Grand Theft Auto: San Andreas (2004)?,True,,Grand Theft Auto: San Andreas,Carl “CJ” Johnson,Grand Theft Auto: San Andreas (2004),Carl “CJ” Johnson,Carl “CJ” Johnson — Grand Theft Auto: San Andreas (2004),Which archetypes best describe Carl “CJ” Johnson in Grand Theft Auto: San Andreas (2004)?,Carl “CJ” Johnson,Carl “CJ” Johnson,Grand Theft Auto: San Andreas (2004): gang member returning home and rebuilding family power,True,False,732,2004,Grand Theft Auto: San Andreas,2004
igdb90_2004_metal-gear-solid-3-snake-eater_naked-snake,295,,Metal Gear Solid 3: Snake Eater,Naked Snake,Naked Snake,special operative whose mission forms the origin of Big Boss,fixed stealth-action protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/metal-gear-solid-3-snake-eater,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Sage,0.90,"Naked Snake is a soldier-hero moving through espionage, betrayal, and ideological knowledge.",https://www.igdb.com/games/metal-gear-solid-3-snake-eater,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Naked Snake in Metal Gear Solid 3: Snake Eater (2004)?,True,,Metal Gear Solid 3: Snake Eater,Naked Snake,Metal Gear Solid 3: Snake Eater (2004),Naked Snake,Naked Snake — Metal Gear Solid 3: Snake Eater (2004),Which archetypes best describe Naked Snake in Metal Gear Solid 3: Snake Eater (2004)?,Naked Snake,Naked Snake,Metal Gear Solid 3: Snake Eater (2004): special operative whose mission forms the origin of Big Boss,True,False,379,2004,Metal Gear Solid 3: Snake Eater,2004
igdb90_2004_vampire-the-masquerade-bloodlines_the-fledgling,296,,Vampire: The Masquerade - Bloodlines,The Fledgling,The Fledgling,newly embraced vampire navigating sect politics,custom RPG protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/vampire-the-masquerade-bloodlines,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Magician,Rebel,0.80,The protagonist is transformed into a supernatural being and placed against vampire power structures.,https://www.igdb.com/games/vampire-the-masquerade-bloodlines,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe The Fledgling in Vampire: The Masquerade - Bloodlines (2004)?,True,,Vampire: The Masquerade - Bloodlines,The Fledgling,Vampire: The Masquerade - Bloodlines (2004),The Fledgling,The Fledgling — Vampire: The Masquerade - Bloodlines (2004),Which archetypes best describe The Fledgling in Vampire: The Masquerade - Bloodlines (2004)?,The Fledgling,The Fledgling,Vampire: The Masquerade - Bloodlines (2004): newly embraced vampire navigating sect politics,True,False,11,2004,Vampire: The Masquerade - Bloodlines,2004
igdb90_2005_god-of-war_kratos,297,,God of War,Kratos,Kratos,Spartan warrior seeking revenge against Ares,fixed action protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/god-of-war,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Rebel,Hero,0.90,"Kratos is an anti-authority vengeance figure, with Hero as martial confrontation rather than morality.",https://www.igdb.com/games/god-of-war,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Kratos in God of War (2005)?,True,,God of War,Kratos,God of War (2005),Kratos,Kratos — God of War (2005),Which archetypes best describe Kratos in God of War (2005)?,Kratos,Kratos,God of War (2005): Spartan warrior seeking revenge against Ares,True,False,549,2005,God of War,2005
igdb90_2005_resident-evil-4_leon-s-kennedy,298,,Resident Evil 4,Leon S. Kennedy,Leon S. Kennedy,agent rescuing the president’s daughter from a cult,fixed survival-action protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/resident-evil-4,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Hero,Caregiver,0.90,Leon is an action rescuer; Ashley’s protection drives much of the scenario.,https://www.igdb.com/games/resident-evil-4,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Leon S. Kennedy in Resident Evil 4 (2005)?,True,,Resident Evil 4,Leon S. Kennedy,Resident Evil 4 (2005),Leon S. Kennedy,Leon S. Kennedy — Resident Evil 4 (2005),Which archetypes best describe Leon S. Kennedy in Resident Evil 4 (2005)?,Leon S. Kennedy,Leon S. Kennedy,Resident Evil 4 (2005): agent rescuing the president’s daughter from a cult,True,False,974,2005,Resident Evil 4,2005
igdb90_2005_shadow-of-the-colossus_wander,299,,Shadow of the Colossus,Wander,Wander,young man slaying colossi to resurrect Mono,fixed action-adventure protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/shadow-of-the-colossus,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Lover,Hero,0.90,"Wander’s heroic violence is motivated by devotion/love, making Lover the primary frame.",https://www.igdb.com/games/shadow-of-the-colossus,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Wander in Shadow of the Colossus (2005)?,True,,Shadow of the Colossus,Wander,Shadow of the Colossus (2005),Wander,Wander — Shadow of the Colossus (2005),Which archetypes best describe Wander in Shadow of the Colossus (2005)?,Wander,Wander,Shadow of the Colossus (2005): young man slaying colossi to resurrect Mono,True,False,2207,2005,Shadow of the Colossus,2005
igdb90_2005_psychonauts_razputin-aquato,300,,Psychonauts,Razputin Aquato,Razputin Aquato,psychic child entering minds at a summer camp,fixed platform-adventure protagonist,IGDB-derived second corpus + manual character-level curation,https://www.igdb.com/games/psychonauts,Batch 09: 50 manually curated pre-2005 protagonists from the second IGDB-derived corpus. Suggested archetypes are pre-annotations only; final labels should come from validation.,not_validated,named_or_defined_protagonist,Magician,Jester,0.85,"Raz’s psychic mind-travel is transformative, while the tone and performance are comic.",https://www.igdb.com/games/psychonauts,,igdb_pre2005_key_games,09_pre2005_50,Which archetypes best describe Razputin Aquato in Psychonauts (2005)?,True,,Psychonauts,Razputin Aquato,Psychonauts (2005),Razputin Aquato,Razputin Aquato — Psychonauts (2005),Which archetypes best describe Razputin Aquato in Psychonauts (2005)?,Razputin Aquato,Razputin Aquato,Psychonauts (2005): psychic child entering minds at a summer camp,True,False,1339,2005,Psychonauts,2005
