appid,name,refined_tier,refined_reason,primary_terms,support_terms,broad_terms,primary_term_count,support_term_count,hit_tracked_term_count,possible_tagspam,total_ratings_pos_neg,positive_ratio,steamspy_owners,steamspy_genre,steamspy_top_tags,steamspy_top_tags_with_scores,want_details,candidate_reason,bucket,matched_terms,relevance_score,reaction_rank,steamspy_positive,steamspy_negative,steamspy_owners_midpoint,steamspy_tags,steamspy_hit_terms,steam_catalog_name,steamspy_name,last_modified,price_change_number,steam_catalog_source,steam_catalog_fetched_at,steamspy_developer,steamspy_publisher,steamspy_userscore,steamspy_score_rank,steamspy_average_forever,steamspy_median_forever,steamspy_price,steamspy_initialprice,steamspy_discount,steamspy_ccu,steamspy_languages,steamspy_hit_types,is_term_match,forced_include,candidate_by_term_and_reactions,candidate_by_popular_fallback,broad_term_count
331160,Disney•Pixar Cars,A_core_strong,>=2 primary top-tag signals and reactions>=500,Choices Matter; Female Protagonist; Story Rich; Survival Horror,,,4,0,17,True,2573,0.9047804119704626,"100,000 .. 200,000",,,,True,term_match+reactions>=500,narrative/protagonist-heavy,Action; Adventure; Choices Matter; Female Protagonist; First-Person; FPS; Horror; Open World; RPG; Shooter; Simulation; Singleplayer; Story Rich; Strategy; Survival; Survival Horror; Third Person; Zombies,37,4390,2328,245,150000.0,,Adventure; Action; Choices Matter; FPS; Female Protagonist; First-Person; Horror; Open World; RPG; Shooter; Simulation; Singleplayer; Story Rich; Strategy; Survival; Survival Horror; Third Person; Zombies,Disney•Pixar Cars,Disney•Pixar Cars,1741732583.0,34672985.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Beenox,"THQ, Disney",0.0,,0.0,0.0,1999.0,1999.0,0.0,9.0,,genre; tag,True,False,True,False,0
357480,Frozen Free Fall: Snowball Fight,A_core_strong,>=2 primary top-tag signals and reactions>=500,Action RPG; Female Protagonist; Story Rich; Survival Horror; Visual Novel,,,5,0,17,True,1908,0.5943396226415094,"200,000 .. 500,000",,,,True,term_match+reactions>=500,narrative/protagonist-heavy,Action; Action RPG; Adventure; Female Protagonist; First-Person; Horror; RPG; Sandbox; Shooter; Simulation; Singleplayer; Stealth; Story Rich; Strategy; Survival; Survival Horror; Visual Novel,33,5232,1134,774,350000.0,,Action; Action RPG; Adventure; Female Protagonist; First-Person; Horror; RPG; Sandbox; Shooter; Simulation; Singleplayer; Stealth; Story Rich; Strategy; Survival; Survival Horror; Visual Novel,,Frozen Free Fall: Snowball Fight,,,,,SuperVillain Studios,Disney,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,tag,True,False,True,False,0
1043340,No Time,A_core_strong,>=2 primary top-tag signals and reactions>=500,Choices Matter; Dynamic Narration; Interactive Fiction; Investigation; Story Rich,,,5,0,17,True,1705,0.9747800586510263,"20,000 .. 50,000",,,,True,term_match+reactions>=500,narrative/protagonist-heavy,Action; Action-Adventure; Adventure; Choices Matter; Dynamic Narration; First-Person; FPS; Horror; Interactive Fiction; Investigation; Open World; RPG; Sandbox; Shooter; Simulation; Singleplayer; Story Rich; Survival,39,5591,1662,43,35000.0,,Action; Adventure; RPG; Simulation; Action-Adventure; Choices Matter; Dynamic Narration; FPS; First-Person; Horror; Interactive Fiction; Investigation; Open World; Sandbox; Shooter; Singleplayer; Story Rich; Survival,No Time,No Time,1768570918.0,35578264.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Lost in Days Studio,Lost in Days Studio,0.0,,0.0,0.0,1299.0,1299.0,0.0,26.0,,genre; tag,True,False,True,False,0
528200,VEGAS Pro 14 Edit Steam Edition,A_core_strong,>=2 primary top-tag signals and reactions>=500,Choices Matter; Female Protagonist; Story Rich; Survival Horror; Visual Novel; Walking Simulator,,,6,0,17,True,1495,0.8120401337792642,"20,000 .. 50,000",,,,True,term_match+reactions>=500,narrative/protagonist-heavy,Action; Adventure; Choices Matter; Female Protagonist; First-Person; FPS; Horror; Open World; Sandbox; Shooter; Simulation; Singleplayer; Story Rich; Survival; Survival Horror; Visual Novel; Walking Simulator,36,6020,1214,281,35000.0,,Action; Adventure; Choices Matter; FPS; Female Protagonist; First-Person; Horror; Open World; Sandbox; Shooter; Simulation; Singleplayer; Story Rich; Survival; Survival Horror; Visual Novel; Walking Simulator,,VEGAS Pro 14 Edit Steam Edition,,,,,MAGIX Software GmbH,MAGIX Software GmbH,0.0,,0.0,0.0,0.0,0.0,0.0,43.0,,tag,True,False,True,False,0
461640,Sins Of The Demon RPG,A_core_strong,>=2 primary top-tag signals and reactions>=500,JRPG; Story Rich,,,2,0,17,True,989,0.833164812942366,"200,000 .. 500,000",,,,True,term_match+reactions>=500,narrative/protagonist-heavy,Action; Adventure; First-Person; FPS; Horror; JRPG; Open World; Platformer; RPG; Sandbox; Shooter; Simulation; Singleplayer; Story Rich; Strategy; Survival; Third Person; Zombies,31,7561,824,165,350000.0,,Action; Adventure; RPG; FPS; First-Person; Horror; JRPG; Open World; Platformer; Sandbox; Shooter; Simulation; Singleplayer; Story Rich; Strategy; Survival; Third Person; Zombies,Sins Of The Demon RPG,Sins Of The Demon RPG,1756075018.0,36094575.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Chandler Rounsley,Senpai Industrial Studios,0.0,,0.0,0.0,199.0,199.0,0.0,0.0,,genre; tag,True,False,True,False,0
407230,Legend of Mysteria RPG,A_core_strong,>=2 primary top-tag signals and reactions>=500,JRPG; Story Rich,,,2,0,17,True,821,0.7088915956151035,"200,000 .. 500,000",,,,True,term_match+reactions>=500,narrative/protagonist-heavy,Action; Adventure; First-Person; FPS; Horror; JRPG; Open World; Platformer; RPG; Sandbox; Shooter; Simulation; Singleplayer; Story Rich; Strategy; Survival; Third Person; Zombies,31,8388,582,239,350000.0,,Action; Adventure; RPG; FPS; First-Person; Horror; JRPG; Open World; Platformer; Sandbox; Shooter; Simulation; Singleplayer; Story Rich; Strategy; Survival; Third Person; Zombies,Legend of Mysteria RPG,Legend of Mysteria RPG,1756075001.0,36094575.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Labyrinthine,Senpai Industrial Studios,0.0,,0.0,0.0,199.0,199.0,0.0,2.0,,genre; tag,True,False,True,False,0
353550,House of Caravan,A_core_strong,>=2 primary top-tag signals and reactions>=500,Story Rich; Walking Simulator,,,2,0,17,True,793,0.6771752837326608,"100,000 .. 200,000",,,,True,term_match+reactions>=500,narrative/protagonist-heavy,Action; Adventure; First-Person; FPS; Horror; Open World; Platformer; RPG; Sandbox; Shooter; Simulation; Singleplayer; Story Rich; Strategy; Survival; Third Person; Walking Simulator; Zombies,30,8540,537,256,150000.0,,Adventure; Action; FPS; First-Person; Horror; Open World; Platformer; RPG; Sandbox; Shooter; Simulation; Singleplayer; Story Rich; Strategy; Survival; Third Person; Walking Simulator; Zombies,House of Caravan,House of Caravan,1756074913.0,36094575.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Rosebud Games,Senpai Industrial Studios,0.0,,0.0,0.0,199.0,199.0,0.0,0.0,,genre; tag,True,False,True,False,0
1406040,Scarlet Hollow,A_core_strong,>=2 primary top-tag signals and reactions>=500,Character Customization; Choices Matter; Choose Your Own Adventure; Dynamic Narration; Female Protagonist; Interactive Fiction; Investigation; Lore-Rich; Multiple Endings; Mystery; Story Rich; Visual Novel; Walking Simulator,,,13,0,17,True,708,0.9689265536723164,"200,000 .. 500,000",,,,True,term_match+reactions>=500,narrative/protagonist-heavy,Adventure; Character Customization; Choices Matter; Choose Your Own Adventure; Dynamic Narration; Female Protagonist; First-Person; Horror; Interactive Fiction; Investigation; Lore-Rich; Multiple Endings; Mystery; RPG; Story Rich; Visual Novel; Walking Simulator,46,9080,686,22,350000.0,,Adventure; RPG; Character Customization; Choices Matter; Choose Your Own Adventure; Dynamic Narration; Female Protagonist; First-Person; Horror; Interactive Fiction; Investigation; Lore-Rich; Multiple Endings; Mystery; Story Rich; Visual Novel; Walking Simulator,,Scarlet Hollow,,,,,Black Tabby Games,Black Tabby Games,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,genre; tag,True,False,True,False,0
1601680,The Advisor - Episode 1: Royal Pain,A_core_strong,>=2 primary top-tag signals and reactions>=500,Choices Matter; Choose Your Own Adventure; Detective; Immersive Sim; Interactive Fiction; Investigation; Lore-Rich; Multiple Endings; Mystery; Story Rich; Visual Novel,,,11,0,17,True,589,0.9711375212224108,"50,000 .. 100,000",,,,True,term_match+reactions>=500,narrative/protagonist-heavy,Adventure; Choices Matter; Choose Your Own Adventure; Detective; Immersive Sim; Interactive Fiction; Investigation; Lore-Rich; Management; Multiple Endings; Mystery; Open World; RPG; Simulation; Story Rich; Survival; Visual Novel,45,9985,572,17,75000.0,,Adventure; RPG; Simulation; Choices Matter; Choose Your Own Adventure; Detective; Immersive Sim; Interactive Fiction; Investigation; Lore-Rich; Management; Multiple Endings; Mystery; Open World; Story Rich; Survival; Visual Novel,The Advisor - Episode 1: Royal Pain,The Advisor - Episode 1: Royal Pain,1750085175.0,36094575.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Randumb Studios,Randumb Studios,0.0,,0.0,0.0,299.0,299.0,0.0,0.0,,genre; tag,True,False,True,False,0
725780,Play With Me: Escape Room,A_core_strong,>=2 primary top-tag signals and reactions>=500,Detective; Interactive Fiction; Investigation; Lovecraftian; Mystery; Story Rich; Survival Horror; Visual Novel,,,8,0,17,True,512,0.6328125,"50,000 .. 100,000",,,,True,term_match+reactions>=500,narrative/protagonist-heavy,Action; Adventure; Detective; First-Person; FPS; Horror; Interactive Fiction; Investigation; Lovecraftian; Mystery; Simulation; Singleplayer; Story Rich; Strategy; Survival; Survival Horror; Visual Novel,37,10752,324,188,75000.0,,Action; Adventure; Simulation; Detective; FPS; First-Person; Horror; Interactive Fiction; Investigation; Lovecraftian; Mystery; Singleplayer; Story Rich; Strategy; Survival; Survival Horror; Visual Novel,Play With Me: Escape Room,Play With Me: Escape Room,1777663931.0,36230565.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Airem,Airem,0.0,,0.0,0.0,299.0,299.0,0.0,0.0,,genre; tag,True,False,True,False,0
900400,Sacred Fire: A Role Playing Game,D_popular_control_candidate,popular/control pool only; not enough core signals,Character Customization; Choices Matter; Choose Your Own Adventure; Conversation; CRPG; Detective; Female Protagonist; Interactive Fiction; Multiple Endings; Narrative; Story Rich; Visual Novel,,,12,0,17,True,467,0.9507494646680942,"20,000 .. 50,000",,,,False,,narrative/protagonist-heavy,Adventure; Character Customization; Choices Matter; Choose Your Own Adventure; Conversation; CRPG; Detective; Female Protagonist; Interactive Fiction; Multiple Endings; Narrative; RPG; Simulation; Singleplayer; Story Rich; Strategy; Visual Novel,48,11271,444,23,35000.0,,Adventure; RPG; CRPG; Character Customization; Choices Matter; Choose Your Own Adventure; Conversation; Detective; Female Protagonist; Interactive Fiction; Multiple Endings; Narrative; Simulation; Singleplayer; Story Rich; Strategy; Visual Novel,Sacred Fire: A Role Playing Game,Sacred Fire: A Role Playing Game,1759482280.0,36596532.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Poetic,Iceberg Interactive,0.0,,0.0,0.0,1899.0,1899.0,0.0,0.0,,genre; tag,True,False,False,False,0
2142450,Z.O.N.A Project X VR,D_popular_control_candidate,popular/control pool only; not enough core signals,Action RPG; Immersive Sim; Multiple Endings; Story Rich; Survival Horror,,,5,0,17,True,265,0.8,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Action; Action RPG; Adventure; First-Person; FPS; Horror; Immersive Sim; Multiple Endings; Open World; RPG; Shooter; Simulation; Singleplayer; Stealth; Story Rich; Survival; Survival Horror,30,14970,212,53,10000.0,,Action; Adventure; RPG; Action RPG; FPS; First-Person; Horror; Immersive Sim; Multiple Endings; Open World; Shooter; Simulation; Singleplayer; Stealth; Story Rich; Survival; Survival Horror,Z.O.N.A Project X VR,Z.O.N.A Project X VR,1743350597.0,36506723.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,AGaming+,AGaming+,0.0,,0.0,0.0,499.0,1999.0,75.0,0.0,,genre; tag,True,False,False,False,0
1146170,KingSim,D_popular_control_candidate,popular/control pool only; not enough core signals,Choices Matter; Choose Your Own Adventure; CRPG; Detective; Investigation; Multiple Endings; Political Sim; Story Rich; Strategy RPG; Visual Novel,,,10,0,17,True,200,0.86,"20,000 .. 50,000",,,,False,,narrative/protagonist-heavy,Adventure; Choices Matter; Choose Your Own Adventure; City Builder; CRPG; Detective; Investigation; Management; Multiple Endings; Political Sim; RPG; Simulation; Story Rich; Strategy; Strategy RPG; Survival; Visual Novel,43,16984,172,28,35000.0,,Adventure; RPG; Simulation; Strategy; CRPG; Choices Matter; Choose Your Own Adventure; City Builder; Detective; Investigation; Management; Multiple Endings; Political Sim; Story Rich; Strategy RPG; Survival; Visual Novel,KingSim,KingSim,1727998127.0,36421358.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Fuzzy Pixel Game Studio,Fuzzy Pixel Game Studio,0.0,,0.0,0.0,999.0,999.0,0.0,0.0,,genre; tag,True,False,False,False,0
1451680,Game Master Engine,D_popular_control_candidate,popular/control pool only; not enough core signals,Choices Matter; Choose Your Own Adventure; CRPG; Immersive Sim; Party-Based RPG; Story Rich; Strategy RPG; Tactical RPG,,,8,0,17,True,199,0.8090452261306532,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Adventure; Choices Matter; Choose Your Own Adventure; CRPG; God Game; Immersive Sim; Open World; Party-Based RPG; RPG; Sandbox; Simulation; Singleplayer; Story Rich; Strategy; Strategy RPG; Tactical RPG; Third Person; Turn-Based Strategy,40,17010,161,38,10000.0,,RPG; Simulation; Adventure; CRPG; Choices Matter; Choose Your Own Adventure; God Game; Immersive Sim; Open World; Party-Based RPG; Sandbox; Singleplayer; Story Rich; Strategy; Strategy RPG; Tactical RPG; Third Person; Turn-Based Strategy,Game Master Engine,Game Master Engine,1769478411.0,22736671.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Game Master Studios LLC,Game Master Studios LLC,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,genre; tag,True,False,False,False,0
2920510,Werewolf Party,D_popular_control_candidate,popular/control pool only; not enough core signals,Character Customization; Conversation; Detective; Investigation; Mystery; Party-Based RPG; Strategy RPG; Tactical RPG,,,8,0,17,True,133,0.8796992481203008,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Action; Character Customization; Conversation; Detective; First-Person; FPS; Horror; Investigation; Mystery; Party-Based RPG; RPG; Stealth; Strategy; Strategy RPG; Survival; Tactical RPG; Third Person,34,20284,117,16,10000.0,,Action; RPG; Strategy; Character Customization; Conversation; Detective; FPS; First-Person; Horror; Investigation; Mystery; Party-Based RPG; Stealth; Strategy RPG; Survival; Tactical RPG; Third Person,Werewolf Party,Werewolf Party,1781802638.0,35792264.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Absam Studios,Absam Studios,0.0,,0.0,0.0,799.0,799.0,0.0,0.0,,genre; tag,True,False,False,False,0
2336330,Tower Song,D_popular_control_candidate,popular/control pool only; not enough core signals,Character Customization; Female Protagonist; JRPG; Lore-Rich; Lovecraftian; Multiple Endings; Party-Based RPG; Story Rich; Strategy RPG; Tactical RPG; Visual Novel,,,11,0,17,True,50,0.96,"20,000 .. 50,000",,,,False,,narrative/protagonist-heavy,Adventure; Character Customization; Female Protagonist; First-Person; JRPG; Lore-Rich; Lovecraftian; Multiple Endings; Party-Based RPG; RPG; Singleplayer; Story Rich; Strategy; Strategy RPG; Tactical RPG; Turn-Based Strategy; Visual Novel,39,30570,48,2,35000.0,,Adventure; RPG; Strategy; Character Customization; Female Protagonist; First-Person; JRPG; Lore-Rich; Lovecraftian; Multiple Endings; Party-Based RPG; Singleplayer; Story Rich; Strategy RPG; Tactical RPG; Turn-Based Strategy; Visual Novel,Tower Song,Tower Song,1778290893.0,35874850.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,OI Games,OI Games,0.0,,0.0,0.0,999.0,999.0,0.0,0.0,,genre; tag,True,False,False,False,0
1800650,Galaxy Citizen,D_popular_control_candidate,popular/control pool only; not enough core signals,Action RPG; Female Protagonist; Story Rich,,,3,0,17,True,23,0.6956521739130435,"50,000 .. 100,000",,,,False,,narrative/protagonist-heavy,Action; Action-Adventure; Action RPG; Adventure; Female Protagonist; First-Person; FPS; Open World; RPG; Sandbox; Shooter; Simulation; Singleplayer; Story Rich; Strategy; Survival; Third Person; Third-Person Shooter,31,41617,16,7,75000.0,,Action; Adventure; RPG; Simulation; Strategy; Action RPG; Action-Adventure; FPS; Female Protagonist; First-Person; Open World; Sandbox; Shooter; Singleplayer; Story Rich; Survival; Third Person; Third-Person Shooter,Galaxy City®,Galaxy Citizen,1736924584.0,22736671.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Darker Gaming,Darker Gaming,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,genre; tag,True,False,False,False,0
2660560,The Way Of Kings,D_popular_control_candidate,popular/control pool only; not enough core signals,Story Rich; Survival Horror,,,2,0,17,True,21,0.8095238095238095,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,Action; Adventure; City Builder; First-Person; FPS; Open World; RPG; RTS; Sandbox; Shooter; Simulation; Singleplayer; Story Rich; Strategy; Survival; Survival Horror; Third-Person Shooter; Zombies,32,42964,17,4,10000.0,,Action; Adventure; RPG; Simulation; Strategy; City Builder; FPS; First-Person; Open World; RTS; Sandbox; Shooter; Singleplayer; Story Rich; Survival; Survival Horror; Third-Person Shooter; Zombies,,The Way Of Kings,,,,,杨元杰,杨元杰,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,genre; tag,True,False,False,False,0
2339490,Pirate Patrol,D_popular_control_candidate,popular/control pool only; not enough core signals,Action RPG; Character Customization; Party-Based RPG; Story Rich; Strategy RPG; Tactical RPG,,,6,0,17,True,19,0.7368421052631579,"0 .. 20,000",,,,False,,narrative/protagonist-heavy,4X; Action; Action RPG; Adventure; Character Customization; Grand Strategy; Open World; Party-Based RPG; RPG; RTS; Simulation; Singleplayer; Story Rich; Strategy; Strategy RPG; Tactical RPG; Turn-Based Strategy,35,44588,14,5,10000.0,,Action; RPG; Simulation; Strategy; 4X; Action RPG; Adventure; Character Customization; Grand Strategy; Open World; Party-Based RPG; RTS; Singleplayer; Story Rich; Strategy RPG; Tactical RPG; Turn-Based Strategy,Pirate Patrol,Pirate Patrol,1778987021.0,36535570.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,INDIELLIGENT,INDIELLIGENT,0.0,,0.0,0.0,499.0,499.0,0.0,0.0,,genre; tag,True,False,False,False,0
1526190,Mysteries of Shaola: The Cave,D_popular_control_candidate,popular/control pool only; not enough core signals,Choices Matter; CRPG; Detective; Interactive Fiction; Investigation; JRPG; Lore-Rich; Multiple Endings; Mystery; Party-Based RPG; Story Rich; Visual Novel,,,12,0,17,True,2,1.0,"20,000 .. 50,000",,,,False,,narrative/protagonist-heavy,Action; Adventure; Choices Matter; CRPG; Detective; Horror; Interactive Fiction; Investigation; JRPG; Lore-Rich; Multiple Endings; Mystery; Party-Based RPG; RPG; Singleplayer; Story Rich; Visual Novel,45,75993,2,0,35000.0,,Action; Adventure; RPG; CRPG; Choices Matter; Detective; Horror; Interactive Fiction; Investigation; JRPG; Lore-Rich; Multiple Endings; Mystery; Party-Based RPG; Singleplayer; Story Rich; Visual Novel,Mysteries of Shaola: The Cave,Mysteries of Shaola: The Cave,1753379652.0,35497489.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Smiling Dragon RPG Studios,Smiling Dragon RPG Studios,0.0,,0.0,0.0,999.0,999.0,0.0,0.0,,genre; tag,True,False,False,False,0
2526270,Son Of Killwa,,,Immersive Sim; Narrative; Story Rich; Survival Horror,,,4,0,17,True,0,,,,,,False,,narrative/protagonist-heavy,Action; Action-Adventure; Adventure; Horror; Immersive Sim; Narrative; Open World; Platformer; RPG; Sandbox; Shooter; Simulation; Singleplayer; Stealth; Story Rich; Survival; Survival Horror; Third Person,31,97884,0,0,,,Adventure; Action; Action-Adventure; Horror; Immersive Sim; Narrative; Open World; Platformer; RPG; Sandbox; Shooter; Simulation; Singleplayer; Stealth; Story Rich; Survival; Survival Horror; Third Person,Son Of Killwa,,1708068702.0,29222913.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,,,,,,,,,,,,genre; tag,True,False,False,False,0
377290,Biodrone Battle,,,Story Rich,,,1,0,17,True,0,,,,,,False,,narrative/protagonist-heavy,Action; Adventure; First-Person; FPS; Horror; Open World; Platformer; RPG; Sandbox; Shooter; Simulation; Singleplayer; Stealth; Story Rich; Strategy; Survival; Third Person; Zombies,30,136258,0,0,,,Action; Adventure; FPS; First-Person; Horror; Open World; Platformer; RPG; Sandbox; Shooter; Simulation; Singleplayer; Stealth; Story Rich; Strategy; Survival; Third Person; Zombies,Biodrone Battle,,1516699632.0,33078735.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,,,,,,,,,,,,genre; tag,True,False,False,False,0
333600,NEKOPARA Vol. 1,A_core_strong,>=2 primary top-tag signals and reactions>=500,Female Protagonist; Story Rich; Visual Novel; Walking Simulator,,,4,0,16,True,26924,0.951901649086317,"500,000 .. 1,000,000",,,,True,term_match+reactions>=500; popular_fallback_top2500_or_reactions>=5000,narrative/protagonist-heavy,Action; Adventure; Female Protagonist; First-Person; Horror; Open World; RPG; Shooter; Simulation; Singleplayer; Stealth; Story Rich; Strategy; Third-Person Shooter; Visual Novel; Walking Simulator; Zombies,31,801,25629,1295,750000.0,,Action; Adventure; Female Protagonist; First-Person; Horror; Open World; RPG; Shooter; Simulation; Singleplayer; Stealth; Story Rich; Strategy; Third-Person Shooter; Visual Novel; Walking Simulator; Zombies,NEKOPARA Vol. 1,NEKOPARA Vol. 1,1656892670.0,34672985.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,NEKO WORKs,Sekai Project,0.0,,0.0,0.0,999.0,999.0,0.0,34.0,,tag,True,False,True,True,0
1989270,Slay the Princess — The Pristine Cut,A_core_strong,>=2 primary top-tag signals and reactions>=500,Choices Matter; Choose Your Own Adventure; CRPG; Interactive Fiction; Lore-Rich; Lovecraftian; Multiple Endings; Story Rich; Visual Novel; Walking Simulator,,,10,0,16,True,23963,0.9708717606309728,"500,000 .. 1,000,000",,,,True,term_match+reactions>=500; popular_fallback_top2500_or_reactions>=5000,narrative/protagonist-heavy,Adventure; Choices Matter; Choose Your Own Adventure; CRPG; First-Person; Horror; Interactive Fiction; Lore-Rich; Lovecraftian; Multiple Endings; RPG; Simulation; Singleplayer; Story Rich; Visual Novel; Walking Simulator,40,876,23265,698,750000.0,,Adventure; RPG; Simulation; CRPG; Choices Matter; Choose Your Own Adventure; First-Person; Horror; Interactive Fiction; Lore-Rich; Lovecraftian; Multiple Endings; Singleplayer; Story Rich; Visual Novel; Walking Simulator,Slay the Princess — The Pristine Cut,Slay the Princess — The Pristine Cut,1775751748.0,36217510.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Black Tabby Games,"Black Tabby Games, Serenity Forge",0.0,,0.0,0.0,1799.0,1799.0,0.0,134.0,,genre; tag,True,False,True,True,0
3117820,Sultan's Game,A_core_strong,>=2 primary top-tag signals and reactions>=500,Choices Matter; Choose Your Own Adventure; Lore-Rich; Multiple Endings; Mystery; Story Rich; Strategy RPG; Survival Horror,,,8,0,16,True,21870,0.9436213991769548,"1,000,000 .. 2,000,000",,,,True,term_match+reactions>=500; popular_fallback_top2500_or_reactions>=5000,narrative/protagonist-heavy,Adventure; Choices Matter; Choose Your Own Adventure; Lore-Rich; Management; Multiple Endings; Mystery; RPG; Simulation; Singleplayer; Story Rich; Strategy; Strategy RPG; Survival; Survival Horror; Turn-Based Strategy,41,959,20637,1233,1500000.0,,Adventure; RPG; Simulation; Strategy; Choices Matter; Choose Your Own Adventure; Lore-Rich; Management; Multiple Endings; Mystery; Singleplayer; Story Rich; Strategy RPG; Survival; Survival Horror; Turn-Based Strategy,Sultan's Game,Sultan's Game,1781777921.0,36172547.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Double Cross,2P Games,0.0,,0.0,0.0,2499.0,2499.0,0.0,7726.0,,genre; tag,True,False,True,True,0
718670,Cultist Simulator,A_core_strong,>=2 primary top-tag signals and reactions>=500,Choices Matter; Choose Your Own Adventure; CRPG; Lore-Rich; Lovecraftian; Multiple Endings; Narrative; Story Rich; Strategy RPG,,,9,0,16,True,13003,0.7915096516188572,"500,000 .. 1,000,000",,,,True,term_match+reactions>=500; popular_fallback_top2500_or_reactions>=5000,narrative/protagonist-heavy,Choices Matter; Choose Your Own Adventure; CRPG; Horror; Lore-Rich; Lovecraftian; Management; Multiple Endings; Narrative; RPG; Simulation; Singleplayer; Story Rich; Strategy; Strategy RPG; Turn-Based Strategy,42,1457,10292,2711,750000.0,,RPG; Simulation; CRPG; Choices Matter; Choose Your Own Adventure; Horror; Lore-Rich; Lovecraftian; Management; Multiple Endings; Narrative; Singleplayer; Story Rich; Strategy; Strategy RPG; Turn-Based Strategy,Cultist Simulator,Cultist Simulator,1761059623.0,35271001.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Weather Factory,Weather Factory,0.0,,0.0,0.0,1999.0,1999.0,0.0,582.0,,genre; tag,True,False,True,True,0
916840,The Walking Dead: Saints & Sinners,A_core_strong,>=2 primary top-tag signals and reactions>=500,Action RPG; Choices Matter; Story Rich; Survival Horror,,,4,0,16,True,9594,0.8673129038982698,"500,000 .. 1,000,000",,,,True,term_match+reactions>=500; popular_fallback_top2500_or_reactions>=5000,narrative/protagonist-heavy,Action; Action RPG; Adventure; Choices Matter; First-Person; FPS; Horror; Open World; RPG; Shooter; Simulation; Singleplayer; Story Rich; Strategy; Survival; Survival Horror; Zombies,35,1804,8321,1273,750000.0,,Action; Adventure; RPG; Simulation; Strategy; Action RPG; Choices Matter; FPS; First-Person; Horror; Open World; Shooter; Singleplayer; Story Rich; Survival; Survival Horror; Zombies,The Walking Dead: Saints & Sinners,The Walking Dead: Saints & Sinners,1744761535.0,34672985.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,Skydance Interactive,Skydance Interactive,0.0,,0.0,0.0,1999.0,1999.0,0.0,26.0,,genre; tag,True,False,True,True,0
652980,Loading Screen Simulator,A_core_strong,>=2 primary top-tag signals and reactions>=500,Choices Matter; Female Protagonist; Story Rich; Survival Horror; Walking Simulator,,,5,0,16,True,8613,0.8681063508649716,"200,000 .. 500,000",,,,True,term_match+reactions>=500; popular_fallback_top2500_or_reactions>=5000,narrative/protagonist-heavy,Action; Adventure; Choices Matter; Female Protagonist; First-Person; FPS; Horror; Open World; RPG; Sandbox; Simulation; Singleplayer; Story Rich; Strategy; Survival Horror; Walking Simulator; Zombies,36,1931,7477,1136,350000.0,,Simulation; Action; Adventure; Choices Matter; FPS; Female Protagonist; First-Person; Horror; Open World; RPG; Sandbox; Singleplayer; Story Rich; Strategy; Survival Horror; Walking Simulator; Zombies,Loading Screen Simulator,Loading Screen Simulator,1500000508.0,26253459.0,IStoreService/GetAppList,2026-06-20T18:38:37.448689+00:00,CakeEaterGames,CakeEaterGames,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,,genre; tag,True,False,True,True,0
